,GeneID,Symbol,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene
21285,285958,SNHG15,C7orf40|Linc-Myo1g|MYO1GUT,HGNC:HGNC:27797|Ensembl:ENSG00000232956,7,7p13,small nucleolar RNA host gene 15,ncRNA
21289,285966,TCAF2,FAM115C|FAM139A|GATD9,MIM:616252|HGNC:HGNC:26878|Ensembl:ENSG00000170379,7,7q35,TRPM8 channel associated factor 2,protein-coding
21290,285971,ZNF775,-,HGNC:HGNC:28501|Ensembl:ENSG00000196456,7,7q36.1,zinc finger protein 775,protein-coding
21292,285973,ATG9B,APG9L2|NOS3AS|SONE,MIM:612205|HGNC:HGNC:21899|Ensembl:ENSG00000181652,7,7q36.1,autophagy related 9B,protein-coding
21293,285987,DLX6-AS1,DLX6-AS|DLX6AS|Evf-2|NCRNA00212,HGNC:HGNC:37151,7,7q21.3,DLX6 antisense RNA 1,ncRNA
21294,285989,ZNF789,-,HGNC:HGNC:27801|Ensembl:ENSG00000198556,7,7q22.1,zinc finger protein 789,protein-coding
21296,286006,LSMEM1,C7orf53,HGNC:HGNC:22036|Ensembl:ENSG00000181016,7,7q31.1,leucine rich single-pass membrane protein 1,protein-coding
21297,286016,TPI1P2,-,HGNC:HGNC:38069|Ensembl:ENSG00000230359,7,7q32.1,triosephosphate isomerase 1 pseudogene 2,pseudo
21299,286042,FAM86B3P,-,HGNC:HGNC:44371|Ensembl:ENSG00000173295,8,8p23.1,"family with sequence similarity 86, member A pseudogene",pseudo
21301,286046,XKR6,C8orf21|C8orf5|C8orf7|XRG6,HGNC:HGNC:27806|Ensembl:ENSG00000171044,8,8p23.1,XK related 6,protein-coding
21302,286053,NSMCE2,C8orf36|MMS21|NSE2|ZMIZ7,MIM:617246|HGNC:HGNC:26513|Ensembl:ENSG00000156831,8,8q24.13,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",protein-coding
21305,286075,ZNF707,-,HGNC:HGNC:27815|Ensembl:ENSG00000181135,8,8q24.3,zinc finger protein 707,protein-coding
21307,286077,FAM83H,AI3|AI3A,MIM:611927|HGNC:HGNC:24797|Ensembl:ENSG00000180921,8,8q24.3,family with sequence similarity 83 member H,protein-coding
21310,286097,MICU3,EFHA2,MIM:610633|HGNC:HGNC:27820|Ensembl:ENSG00000155970,8,8p22,mitochondrial calcium uptake family member 3,protein-coding
21311,286101,ZNF252P,ZNF252,HGNC:HGNC:13046,8,8q24.3,"zinc finger protein 252, pseudogene",pseudo
21313,286103,ZNF252P-AS1,C8orf77,HGNC:HGNC:27821|Ensembl:ENSG00000255559,8,8q24.3,ZNF252P antisense RNA 1,ncRNA
21315,286122,C8orf31,-,HGNC:HGNC:26731|Ensembl:ENSG00000177335,8,8q24.3,chromosome 8 open reading frame 31,ncRNA
21316,286128,ZFP41,ZNF753|zfp-41,HGNC:HGNC:26786|Ensembl:ENSG00000181638,8,8q24.3,ZFP41 zinc finger protein,protein-coding
21317,286133,SCARA5,NET33|Tesr,MIM:611306|HGNC:HGNC:28701|Ensembl:ENSG00000168079,8,8p21.1,scavenger receptor class A member 5,protein-coding
21319,286140,RNF5P1,-,HGNC:HGNC:31053,8,8p11.22,ring finger protein 5 pseudogene 1,pseudo
21321,286148,DPY19L4,-,MIM:613895|HGNC:HGNC:27829|Ensembl:ENSG00000156162,8,8q22.1,dpy-19 like 4,protein-coding
21323,286151,FBXO43,EMI2|ERP1|FBX43,MIM:609110|HGNC:HGNC:28521|Ensembl:ENSG00000156509,8,8q22.2,F-box protein 43,protein-coding
21331,286187,PPP1R42,LRRC67|TLLR|TLRR|dtr,MIM:617720|HGNC:HGNC:33732|Ensembl:ENSG00000178125,8,8q13.1,protein phosphatase 1 regulatory subunit 42,protein-coding
21334,286204,CRB2,FSGS9|VMCKD,MIM:609720|HGNC:HGNC:18688|Ensembl:ENSG00000148204,9,9q33.3,crumbs cell polarity complex component 2,protein-coding
21335,286205,SCAI,C9orf126|NET40,HGNC:HGNC:26709|Ensembl:ENSG00000173611,9,9q33.3,suppressor of cancer cell invasion,protein-coding
21336,286207,CFAP157,C9orf117,HGNC:HGNC:27843|Ensembl:ENSG00000160401,9,9q34.11,cilia and flagella associated protein 157,protein-coding
21337,286223,C9orf47,C9orf108|bA791O21.3,HGNC:HGNC:23669|Ensembl:ENSG00000213694,9,9q22.1,chromosome 9 open reading frame 47,protein-coding
21338,286234,SPATA31E1,C9orf79|FAM75E1,HGNC:HGNC:26672|Ensembl:ENSG00000177992,9,9q22.1,SPATA31 subfamily E member 1,protein-coding
21342,286257,PAXX,C9orf142|XLS,MIM:616315|HGNC:HGNC:27849|Ensembl:ENSG00000148362,9,9q34.3,PAXX non-homologous end joining factor,protein-coding
21343,286262,TPRN,C9orf75|DFNB79,MIM:613354|HGNC:HGNC:26894|Ensembl:ENSG00000176058,9,9q34.3,taperin,protein-coding
21346,286319,TUSC1,CCDC89B|TSG-9|TSG9,MIM:610529|HGNC:HGNC:31010|Ensembl:ENSG00000198680,9,9p21.2,tumor suppressor candidate 1,protein-coding
21348,286336,FAM78A,C9orf59,HGNC:HGNC:25465|Ensembl:ENSG00000126882,9,9q34.13,family with sequence similarity 78 member A,protein-coding
21349,286343,LURAP1L,C9orf150|HYST0841|LRAP35b|bA3L8.2,MIM:616130|HGNC:HGNC:31452|Ensembl:ENSG00000153714,9,9p23,leucine rich adaptor protein 1 like,protein-coding
21351,286359,LOC286359,-,-,9,9q22.33,uncharacterized LOC286359,ncRNA
21355,286380,FOXD4L3,FOXD4B|FOXD4L2|FOXD4L4|FOXD6,MIM:611086|HGNC:HGNC:18523|Ensembl:ENSG00000187559,9,9q21.11,forkhead box D4 like 3,protein-coding
21356,286410,ATP11C,ATPIG|ATPIQ|HACXL,MIM:300516|HGNC:HGNC:13554|Ensembl:ENSG00000101974,X,Xq27.1,ATPase phospholipid transporting 11C,protein-coding
21358,286423,MRRFP1,MRRFP,HGNC:HGNC:35238,X,Xq25,mitochondrial ribosome recycling factor pseudogene 1,pseudo
21359,286430,NLRP2B,CLRX.1|NALP2P|NLRP2P|NOD24|POP4,HGNC:HGNC:29887|Ensembl:ENSG00000215174,X,Xp11.21,NLR family pyrin domain containing 2B,protein-coding
21364,286451,YIPF6,FinGER6,MIM:300996|HGNC:HGNC:28304|Ensembl:ENSG00000181704,X,Xq12-q13.1,Yip1 domain family member 6,protein-coding
21368,286464,CFAP47,CHDC2|CXorf22|CXorf30|CXorf59,HGNC:HGNC:26708|Ensembl:ENSG00000165164,X,Xp21.1,cilia and flagella associated protein 47,protein-coding
21374,286499,FAM133A,CT115,HGNC:HGNC:26748|Ensembl:ENSG00000179083,X,Xq21.32,family with sequence similarity 133 member A,protein-coding
21376,286514,MAGEB18,-,HGNC:HGNC:28515|Ensembl:ENSG00000176774,X,Xp21.3,MAGE family member B18,protein-coding
21379,286530,P2RY8,P2Y8,MIM:300525|HGNC:HGNC:15524|Ensembl:ENSG00000182162,X|Y,Xp22.33 and Yp11.2,P2Y receptor family member 8,protein-coding
21389,286676,ILDR1,DFNB42|ILDR1alpha|ILDR1alpha'|ILDR1beta,MIM:609739|HGNC:HGNC:28741|Ensembl:ENSG00000145103,3,3q13.33,immunoglobulin like domain containing receptor 1,protein-coding
21390,286749,STON1-GTF2A1L,ALF|GTF2A1L|GTF2A1LF|SALF,HGNC:HGNC:30651|Ensembl:ENSG00000068781,2,2p16.3,STON1-GTF2A1L readthrough,protein-coding
21392,286753,TRARG1,BEC-1|DSPB1|IFITMD3|LOST1|TUSC5,MIM:612211|HGNC:HGNC:29592|Ensembl:ENSG00000184811,17,17p13.3,trafficking regulator of GLUT4 (SLC2A4) 1,protein-coding
21394,286826,LIN9,BARA|BARPsv|Lin-9|TGS|TGS1|TGS2,MIM:609375|HGNC:HGNC:30830|Ensembl:ENSG00000183814,1,1q42.12,lin-9 DREAM MuvB core complex component,protein-coding
21395,286827,TRIM59,IFT80L|MRF1|RNF104|TRIM57|TSBF1,MIM:616148|HGNC:HGNC:30834|Ensembl:ENSG00000213186,3,3q25.33,tripartite motif containing 59,protein-coding
21397,286887,KRT6C,K6E|KRT6E|PPKNEFD,MIM:612315|HGNC:HGNC:20406|Ensembl:ENSG00000170465,12,12q13.13,keratin 6C,protein-coding
21399,287015,TRIM42,PPP1R40|T4A1,HGNC:HGNC:19014|Ensembl:ENSG00000155890,3,3q23,tripartite motif containing 42,protein-coding
21400,317648,NOP14-AS1,C4orf10|RES4-24,HGNC:HGNC:20205,4,4p16.3,NOP14 antisense RNA 1,ncRNA
21401,317649,EIF4E3,eIF-4E3|eIF4E-3,MIM:609896|HGNC:HGNC:31837|Ensembl:ENSG00000163412,3,3p13,eukaryotic translation initiation factor 4E family member 3,protein-coding
21402,317662,FAM149B1,KIAA0974,MIM:618413|HGNC:HGNC:29162|Ensembl:ENSG00000138286,10,10q22.2,family with sequence similarity 149 member B1,protein-coding
21406,317671,RFESD,-,HGNC:HGNC:29587|Ensembl:ENSG00000175449,5,5q15,Rieske Fe-S domain containing,protein-coding
21413,317701,VN1R2,V1RL2,HGNC:HGNC:19872|Ensembl:ENSG00000196131,19,19q13.42,vomeronasal 1 receptor 2,protein-coding
21415,317703,VN1R4,V1RL4,HGNC:HGNC:19871|Ensembl:ENSG00000228567,19,19q13.42,vomeronasal 1 receptor 4,protein-coding
21419,317719,KLHL10,SPGF11,MIM:608778|HGNC:HGNC:18829|Ensembl:ENSG00000161594,17,17q21.2,kelch like family member 10,protein-coding
21423,317749,DHRS4L2,SDR25C3,MIM:615196|HGNC:HGNC:19731|Ensembl:ENSG00000187630,14,14q11.2,dehydrogenase/reductase 4 like 2,protein-coding
21424,317751,MESTIT1,MEST-AS1|MEST-IT|MEST-IT1|NCRNA00040|PEG1-AS,MIM:607794|HGNC:HGNC:17991,7,7q32.2,"MEST intronic transcript 1, antisense RNA",ncRNA
21426,317754,POTED,A26B3|ANKRD21|CT104.1|POTE|POTE-21|POTE21,MIM:607549|HGNC:HGNC:23822|Ensembl:ENSG00000166351,21,21q11.2,POTE ankyrin domain family member D,protein-coding
21428,317761,C14orf39,Six6os1,MIM:617307|HGNC:HGNC:19849|Ensembl:ENSG00000179008,14,14q23.1,chromosome 14 open reading frame 39,protein-coding
21429,317762,CCDC85C,-,HGNC:HGNC:35459|Ensembl:ENSG00000205476,14,14q32.2,coiled-coil domain containing 85C,protein-coding
21433,317772,H2AC21,H2AB|HIST2H2AB,MIM:615014|HGNC:HGNC:20508|Ensembl:ENSG00000184270,1,1q21.2,H2A clustered histone 21,protein-coding
21439,317781,DDX51,-,HGNC:HGNC:20082|Ensembl:ENSG00000185163,12,12q24.33,DEAD-box helicase 51,protein-coding
21450,319101,KRT73,IRT6IRS3|K6IRS3|KRT6IRS3,MIM:608247|HGNC:HGNC:28928|Ensembl:ENSG00000186049,12,12q13.13,keratin 73,protein-coding
21530,326340,ZAR1,Z3CXXC6,MIM:607520|HGNC:HGNC:20436|Ensembl:ENSG00000182223,4,4p11,zygote arrest 1,protein-coding
21533,326343,MT1DP,MTM,HGNC:HGNC:7396,16,16q13,"metallothionein 1D, pseudogene",pseudo
21554,326624,RAB37,-,MIM:609956|HGNC:HGNC:30268|Ensembl:ENSG00000172794,17,17q25.1,"RAB37, member RAS oncogene family",protein-coding
21555,326625,MMAB,ATR|CFAP23|cblB|cob,MIM:607568|HGNC:HGNC:19331|Ensembl:ENSG00000139428,12,12q24.11,metabolism of cobalamin associated B,protein-coding
21562,333926,PPM1J,PP2CZ|PP2Czeta|PPP2CZ,MIM:609957|HGNC:HGNC:20785|Ensembl:ENSG00000155367,1,1p13.2,"protein phosphatase, Mg2+/Mn2+ dependent 1J",protein-coding
21563,333929,SNAI3,SMUC|SNAIL3|ZNF293|Zfp293,MIM:612741|HGNC:HGNC:18411|Ensembl:ENSG00000185669,16,16q24.2,snail family transcriptional repressor 3,protein-coding
21564,333932,H3C15,H3/n|H3/o|HIST2H3A,HGNC:HGNC:20505|Ensembl:ENSG00000203852,1,1q21.2,H3 clustered histone 15,protein-coding
21565,337867,UBAC2,PHGDHL1,HGNC:HGNC:20486|Ensembl:ENSG00000134882,13,13q32.3,UBA domain containing 2,protein-coding
21567,337873,H2BC20P,H2B/t|HIST2H2BC|HIST2H2BD,HGNC:HGNC:20516|Ensembl:ENSG00000261716,1,1q21.2,"H2B clustered histone 20, pseudogene",pseudo
21570,337876,CHSY3,CHSY2|CSS3,MIM:609963|HGNC:HGNC:24293|Ensembl:ENSG00000198108,5,5q23.3,chondroitin sulfate synthase 3,protein-coding
21571,337878,KRTAP7-1,KAP7.1,HGNC:HGNC:18934|Ensembl:ENSG00000274749,21,21q22.11,keratin associated protein 7-1 (gene/pseudogene),protein-coding
21572,337879,KRTAP8-1,KAP8.1,HGNC:HGNC:18935|Ensembl:ENSG00000183640,21,21q22.11,keratin associated protein 8-1,protein-coding
21573,337880,KRTAP11-1,HACL-1|HACL1|KAP11.1,MIM:600064|HGNC:HGNC:18922|Ensembl:ENSG00000182591,21,21q22.11,keratin associated protein 11-1,protein-coding
21574,337882,KRTAP19-1,KAP19.1,HGNC:HGNC:18936|Ensembl:ENSG00000184351,21,21q22.11,keratin associated protein 19-1,protein-coding
21578,337959,KRTAP13-2,KAP13-2,HGNC:HGNC:18923|Ensembl:ENSG00000182816,21,21q22.11,keratin associated protein 13-2,protein-coding
21579,337960,KRTAP13-3,KAP13.3,HGNC:HGNC:18925|Ensembl:ENSG00000240432,21,21q22.11,keratin associated protein 13-3,protein-coding
21580,337963,KRTAP23-1,KAP23.1,HGNC:HGNC:18928|Ensembl:ENSG00000186980,21,21q22.11,keratin associated protein 23-1,protein-coding
21583,337966,KRTAP6-1,C21orf103|KAP6.1,HGNC:HGNC:18931|Ensembl:ENSG00000184724,21,21q22.11,keratin associated protein 6-1,protein-coding
21584,337967,KRTAP6-2,KAP6.2,HGNC:HGNC:18932|Ensembl:ENSG00000186930,21,21q22.11,keratin associated protein 6-2,protein-coding
21585,337968,KRTAP6-3,KAP6.3,HGNC:HGNC:18933|Ensembl:ENSG00000212938,21,21q22.11,keratin associated protein 6-3,protein-coding
21586,337969,KRTAP19-2,KAP19.2,HGNC:HGNC:18937|Ensembl:ENSG00000186965,21,21q22.11,keratin associated protein 19-2,protein-coding
21587,337970,KRTAP19-3,GTRHP|KAP19.3,HGNC:HGNC:18938|Ensembl:ENSG00000244025,21,21q22.11,keratin associated protein 19-3,protein-coding
21588,337971,KRTAP19-4,KAP19.4,HGNC:HGNC:18939|Ensembl:ENSG00000186967,21,21q22.11,keratin associated protein 19-4,protein-coding
21589,337972,KRTAP19-5,KAP19.5,HGNC:HGNC:18940|Ensembl:ENSG00000186977,21,21q22.11,keratin associated protein 19-5,protein-coding
21590,337973,KRTAP19-6,KAP19.6,HGNC:HGNC:18941|Ensembl:ENSG00000186925,21,21q22.11,keratin associated protein 19-6,protein-coding
21591,337974,KRTAP19-7,KAP19.7,HGNC:HGNC:18942|Ensembl:ENSG00000244362,21,21q22.11,keratin associated protein 19-7,protein-coding
21595,337978,KRTAP21-2,KAP21.2,HGNC:HGNC:18946|Ensembl:ENSG00000187026,21,21q22.11,keratin associated protein 21-2,protein-coding
21596,337979,KRTAP22-1,KAP22.1,HGNC:HGNC:18947|Ensembl:ENSG00000186924,21,21q22.11,keratin associated protein 22-1,protein-coding
21621,338322,NLRP10,CLR11.1|NALP10|NOD8|PAN5|PYNOD,MIM:609662|HGNC:HGNC:21464|Ensembl:ENSG00000182261,11,11p15.4,NLR family pyrin domain containing 10,protein-coding
21622,338323,NLRP14,CLR11.2|GC-LRR|NALP14|NOD5|PAN8,MIM:609665|HGNC:HGNC:22939|Ensembl:ENSG00000158077,11,11p15.4,NLR family pyrin domain containing 14,protein-coding
21623,338324,S100A7A,NICE-2|NICE2|S100A15|S100A7L1|S100A7f,MIM:617427|HGNC:HGNC:21657|Ensembl:ENSG00000184330,1,1q21.3,S100 calcium binding protein A7A,protein-coding
21624,338328,GPIHBP1,GPI-HBP1|HYPL1D,MIM:612757|HGNC:HGNC:24945|Ensembl:ENSG00000277494,8,8q24.3,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,protein-coding
21629,338339,CLEC4D,CD368|CLEC-6|CLEC6|CLECSF8|Dectin-3|MCL|MPCL,MIM:609964|HGNC:HGNC:14554|Ensembl:ENSG00000166527,12,12p13.31,C-type lectin domain family 4 member D,protein-coding
21632,338376,IFNE,IFN-E|IFNE1|IFNT1|INFE1|PRO655,MIM:615223|HGNC:HGNC:18163|Ensembl:ENSG00000184995,9,9p21.3,interferon epsilon,protein-coding
21633,338382,RAB7B,RAB7,HGNC:HGNC:30513|Ensembl:ENSG00000276600,1,1q32.1,"RAB7B, member RAS oncogene family",protein-coding
21640,338398,TAS2R60,T2R56|T2R60,MIM:613968|HGNC:HGNC:20639|Ensembl:ENSG00000185899,7,7q35,taste 2 receptor member 60,protein-coding
21653,338440,ANO9,PIG5|TMEM16J|TP53I5,HGNC:HGNC:20679|Ensembl:ENSG00000185101,11,11p15.5,anoctamin 9,protein-coding
21654,338442,HCAR2,GPR109A|HCA2|HM74a|HM74b|NIACR1|PUMAG|Puma-g,MIM:609163|HGNC:HGNC:24827|Ensembl:ENSG00000182782,12,12q24.31,hydroxycarboxylic acid receptor 2,protein-coding
21658,338567,KCNK18,K2p18.1|MGR13|TRESK|TRESK-2|TRESK2|TRIK,MIM:613655|HGNC:HGNC:19439|Ensembl:ENSG00000186795,10,10q25.3,potassium two pore domain channel subfamily K member 18,protein-coding
21663,338599,DUPD1,DUSP27|FMDSP,HGNC:HGNC:23481|Ensembl:ENSG00000188716,10,10q22.2,dual specificity phosphatase and pro isomerase domain containing 1,protein-coding
21666,338645,LUZP2,KFSP2566|PRO6246,MIM:608178|HGNC:HGNC:23206|Ensembl:ENSG00000187398,11,11p14.3,leucine zipper protein 2,protein-coding
21669,338657,CCDC84,DLNB14,HGNC:HGNC:30460|Ensembl:ENSG00000186166,11,11q23.3,coiled-coil domain containing 84,protein-coding
21670,338661,TMEM225,PMP22CD|PPP1R154|SPATA47,HGNC:HGNC:32390|Ensembl:ENSG00000204300,11,11q24.1,transmembrane protein 225,protein-coding
21673,338674,OR5F1,OR11-10,MIM:608492|HGNC:HGNC:8343|Ensembl:ENSG00000149133,11,11q12.1,olfactory receptor family 5 subfamily F member 1,protein-coding
21675,338692,ANKRD13D,-,MIM:615126|HGNC:HGNC:27880|Ensembl:ENSG00000172932,11,11q13.2,ankyrin repeat domain 13D,protein-coding
21677,338699,ANKRD42,PPP1R79|SARP,HGNC:HGNC:26752|Ensembl:ENSG00000137494,11,11q14.1,ankyrin repeat domain 42,protein-coding
21678,338707,B4GALNT4,-,HGNC:HGNC:26315|Ensembl:ENSG00000182272,11,11p15.5,"beta-1,4-N-acetyl-galactosaminyltransferase 4",protein-coding
21680,338751,OR52L1,OR11-50,HGNC:HGNC:14785|Ensembl:ENSG00000183313,11,11p15.4,olfactory receptor family 52 subfamily L member 1,protein-coding
21683,338761,C1QL4,C1QTNF11|CTRP11,MIM:615229|HGNC:HGNC:31416|Ensembl:ENSG00000186897,12,12q13.12,complement C1q like 4,protein-coding
21684,338773,TMEM119,OBIF,HGNC:HGNC:27884|Ensembl:ENSG00000183160,12,12q23.3,transmembrane protein 119,protein-coding
21685,338785,KRT79,K6L|KRT6L,MIM:611160|HGNC:HGNC:28930|Ensembl:ENSG00000185640,12,12q13.13,keratin 79,protein-coding
21689,338809,C12orf74,-,HGNC:HGNC:27887|Ensembl:ENSG00000187510,12,12q22,chromosome 12 open reading frame 74,protein-coding
21690,338811,TAFA2,FAM19A2|TAFA-2,MIM:617496|HGNC:HGNC:21589|Ensembl:ENSG00000198673,12,12q14.1,TAFA chemokine like family member 2,protein-coding
21696,338872,C1QTNF9,AQL1|C1QTNF9A|CTRP9,MIM:614285|HGNC:HGNC:28732|Ensembl:ENSG00000240654,13,13q12.12,C1q and TNF related 9,protein-coding
21697,338879,RNASE10,RAH1|RNASE9,HGNC:HGNC:19275|Ensembl:ENSG00000182545,14,14q11.2,ribonuclease A family member 10 (inactive),protein-coding
21698,338917,VSX2,CHX10|HOX10|MCOP2|MCOPCB3|RET1,MIM:142993|HGNC:HGNC:1975|Ensembl:ENSG00000119614,14,14q24.3,visual system homeobox 2,protein-coding
21701,339005,WHAMMP3,WHAMML1|WHDC1L1,HGNC:HGNC:27892,15,15q11.2,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3",pseudo
21703,339044,PKD1P1,HG1|NPIP,HGNC:HGNC:30065,16,16p13.11,"polycystin 1, transient receptor potential channel interacting pseudogene 1",pseudo
21705,339105,PRSS53,POL3S|UNQ308,MIM:610561|HGNC:HGNC:34407|Ensembl:ENSG00000151006,16,16p11.2,serine protease 53,protein-coding
21706,339122,RAB43,RAB11B|RAB41,HGNC:HGNC:19983|Ensembl:ENSG00000172780,3,3q21.3,"RAB43, member RAS oncogene family",protein-coding
21707,339123,JMJD8,C16orf20|PP14397,HGNC:HGNC:14148|Ensembl:ENSG00000161999,16,16p13.3,jumonji domain containing 8,protein-coding
21710,339168,TMEM95,UNQ9390,MIM:617814|HGNC:HGNC:27898|Ensembl:ENSG00000182896,17,17p13.1,transmembrane protein 95,protein-coding
21711,339175,METTL2A,METTL2,HGNC:HGNC:25755|Ensembl:ENSG00000087995,17,17q23.2,methyltransferase like 2A,protein-coding
21712,339184,CCDC144NL,-,HGNC:HGNC:33735|Ensembl:ENSG00000205212,17,17p11.2,"coiled-coil domain containing 144 family, N-terminal like",protein-coding
21715,339201,ASB16-AS1,C17orf65,HGNC:HGNC:25442|Ensembl:ENSG00000267080,17,17q21.31,ASB16 antisense RNA 1,ncRNA
21716,339210,C17orf67,-,HGNC:HGNC:27900|Ensembl:ENSG00000214226,17,17q22,chromosome 17 open reading frame 67,protein-coding
21717,339221,ENPP7,ALK-SMase|E-NPP 7|NPP-7|NPP7,MIM:616997|HGNC:HGNC:23764|Ensembl:ENSG00000182156,17,17q25.3,ectonucleotide pyrophosphatase/phosphodiesterase 7,protein-coding
21718,339229,OXLD1,C17orf90,HGNC:HGNC:27901|Ensembl:ENSG00000204237,17,17q25.3,oxidoreductase like domain containing 1,protein-coding
21719,339230,CCDC137,RaRF,MIM:614271|HGNC:HGNC:33451|Ensembl:ENSG00000185298,17,17q25.3,coiled-coil domain containing 137,protein-coding
21720,339231,ARL16,-,HGNC:HGNC:27902|Ensembl:ENSG00000214087,17,17q25.3,ADP ribosylation factor like GTPase 16,protein-coding
21728,339263,LINC02693,C17orf51,HGNC:HGNC:27904|Ensembl:ENSG00000212719,17,17p11.2,long intergenic non-protein coding RNA 2693,ncRNA
21729,339287,MSL1,MSL-1,MIM:614801|HGNC:HGNC:27905|Ensembl:ENSG00000188895,17,17q21.1,MSL complex subunit 1,protein-coding
21733,339302,CPLX4,CPX-IV|CPXIV,MIM:609586|HGNC:HGNC:24330|Ensembl:ENSG00000166569,18,18q21.32,complexin 4,protein-coding
21734,339318,ZNF181,HHZ181,MIM:606741|HGNC:HGNC:12971|Ensembl:ENSG00000197841,19,19q13.11,zinc finger protein 181,protein-coding
21735,339324,ZNF260,OZRF1|PEX1|ZFP260,MIM:613749|HGNC:HGNC:13499|Ensembl:ENSG00000254004,19,19q13.12,zinc finger protein 260,protein-coding
21736,339327,ZNF546,ZNF49,HGNC:HGNC:28671|Ensembl:ENSG00000187187,19,19q13.2,zinc finger protein 546,protein-coding
21737,339344,MYPOP,P42pop,MIM:617861|HGNC:HGNC:20178|Ensembl:ENSG00000176182,19,19q13.32,"Myb related transcription factor, partner of profilin",protein-coding
21738,339345,NANOS2,NOS2|ZC2HC12B,MIM:608228|HGNC:HGNC:23292|Ensembl:ENSG00000188425,19,19q13.32,nanos C2HC-type zinc finger 2,protein-coding
21740,339366,ADAMTSL5,THSD6,HGNC:HGNC:27912|Ensembl:ENSG00000185761,19,19p13.3,ADAMTS like 5,protein-coding
21741,339390,CLEC4G,DTTR431|LP2698|LSECtin|UNQ431,MIM:616256|HGNC:HGNC:24591|Ensembl:ENSG00000182566,19,19p13.2,C-type lectin domain family 4 member G,protein-coding
21745,339403,RXFP4,GPCR142|GPR100|RLN3R2|RXFPR4,MIM:609043|HGNC:HGNC:14666|Ensembl:ENSG00000173080,1,1q22,relaxin family peptide/INSL5 receptor 4,protein-coding
21746,339416,ANKRD45,CT117,HGNC:HGNC:24786|Ensembl:ENSG00000183831,1,1q25.1,ankyrin repeat domain 45,protein-coding
21748,339448,C1orf174,-,HGNC:HGNC:27915|Ensembl:ENSG00000198912,1,1p36.32,chromosome 1 open reading frame 174,protein-coding
21749,339451,KLHL17,-,HGNC:HGNC:24023|Ensembl:ENSG00000187961,1,1p36.33,kelch like family member 17,protein-coding
21751,339456,TMEM52,-,HGNC:HGNC:27916|Ensembl:ENSG00000178821,1,1p36.33,transmembrane protein 52,protein-coding
21754,339479,BRINP3,DBCCR1L|DBCCR1L1|FAM5C,MIM:618390|HGNC:HGNC:22393|Ensembl:ENSG00000162670,1,1q31.1,BMP/retinoic acid inducible neural specific 3,protein-coding
21756,339487,ZBTB8OS,ARCH|ARCH2,MIM:615891|HGNC:HGNC:24094|Ensembl:ENSG00000176261,1,1p35.1,zinc finger and BTB domain containing 8 opposite strand,protein-coding
21761,339512,CCDC190,C1orf110,HGNC:HGNC:28736|Ensembl:ENSG00000185860,1,1q23.3,coiled-coil domain containing 190,protein-coding
21762,339521,CCNQP1,FAM58B|FAM58BP,HGNC:HGNC:27373,1,1q32.1,CCNQ pseudogene 1,pseudo
21767,339541,ARMH1,C1orf228|NCRNA00082|p40,HGNC:HGNC:34345|Ensembl:ENSG00000198520,1,1p34.1,armadillo like helical domain containing 1,protein-coding
21768,339559,ZFP69,ZFP69A|ZKSCAN23A|ZNF642|ZSCAN54A,MIM:617939|HGNC:HGNC:24708|Ensembl:ENSG00000187815,1,1p34.2,ZFP69 zinc finger protein,protein-coding
21773,339665,SLC35E4,-,HGNC:HGNC:17058|Ensembl:ENSG00000100036,22,22q12.2,solute carrier family 35 member E4,protein-coding
21775,339669,TEX33,C22orf33|EAN57|cE81G9.2,HGNC:HGNC:28568|Ensembl:ENSG00000185264,22,22q12.3,testis expressed 33,protein-coding
21780,339745,SPOPL,BTBD33,HGNC:HGNC:27934|Ensembl:ENSG00000144228,2,2q22.1,speckle type BTB/POZ protein like,protein-coding
21782,339761,CYP27C1,-,HGNC:HGNC:33480|Ensembl:ENSG00000186684,2,2q14.3,cytochrome P450 family 27 subfamily C member 1,protein-coding
21783,339766,MROH2A,HEATR7B1,HGNC:HGNC:27936|Ensembl:ENSG00000185038,2,2q37.1,maestro heat like repeat family member 2A,protein-coding
21784,339768,ESPNL,-,HGNC:HGNC:27937|Ensembl:ENSG00000144488,2,2q37.3,espin like,protein-coding
